"song.id" "song" "id" "name_artist" "language" "text" "translation"
"13" "3ade68b6g656deda3" "New Born" "3ade68b6g656deda3" "muse" 1 "Link it to the world Link it to yourself Stretch it like a birth squeeze The love for what you hide The bitterness inside Is growing like the new born When you've seen, seen Too much, too young, young Soulless is everywhere  Hopeless time to roam The distance to your home Fades away to nowhere How much are you worth You can't come down to earth You're swelling up, you're unstoppable  'cause you've seen, seen Too much, too young, young Soulless is everywhere  Destroy the spineless Show me it's real Wasting our last chance To come away Just break the silence 'cause I'm drifting away Away from you oooooohhh  Link it to the world Link it to yourself Stretch it like it's a birth squeeze And the love for what you hide And the bitterness inside Is growing like the new born  When you've seen, seen Too much, too young, young Soulless is everywhere  Destroy the spineless Show me it's real Wasting their last chance To come away Just break the silence 'cause I'm drifting away Away from you oooooohhh" "[Recém-nascido]  Una isso ao seu mundo Una isso a você mesmo Estique isso como uma compressão de parto E o amor pelo que você escondeu E o amargo por dentro Está crescendo como o recem nascido Quando você viu, viu Muito, muito jovem, jovem Sem alma está por todo lado  Sem esperança hora de perambular A distância pro seu lar Some pra lugar nenhum Quanto você vale? você não pode descer à terra você está inchando, você é desgovernado  Porque você tem visto, visto Muito, muito jovem, jovem Sem alma está por todo lado  Destroi o covarde Me mostre que é real Gastando nossa última chance De fugir Apenas quebre o silêncio Porque estou sumindo Fugindo de você oohhh  Una ao mundo Una a você mesmo Estique isso como uma compressão de parto E o amor pelo que você escondeu E o amargo por dentro Está crescendo como o recem nascido  Quando você viu, viu Muito, muito jovem, jovem Sem alma está por todo lado  Destroi o covarde Me mostre que é real Gastando nossa última chance De fugir Apenas quebre o silêncio Porque estou sumindo Fugindo de você oooohhh"
"14" "3ade68b6g666deda3" "Shrinking Universe" "3ade68b6g666deda3" "muse" 1 "Cast your eye  tears on to me  And I'll show you what you really need  Give too much attention  And I'll reflect your imperfections  Can't you see it's over  Because you're the god of a shrinking universe  Purposeless survival  Now there's nothing left to die for  So don't struggle to recognize  Now the cruelly heart-felt suicide  Can't you see it's over  Because you're the god of a shrinking universe  Can't you see it's over  Because you're the god of a shrinking universe " "Universo retraído  Perca seu olho Tire-o para mim E vou lhe mostrar o que realmente precisa Preste muita atenção E vou meditar suas imperfeições  Não consegue ver que acabou? Porque você é o Deus de um universo retraído  Sobrevivência inútil Agora não há nada deixado para morrer Então não lute para reconhecer Agora o suicídio cruelmente sincero  Não consegue ver que acabou? Porque você é o Deus de um universo retraído  Não consegue ver que acabou? Porque você é o Deus de um universo retraído"
"15" "3ade68b6g73d8fda3" "Sing For Absolution" "3ade68b6g73d8fda3" "muse" 1 "Lips are turning blue A kiss that can't renew I only dream of you My beautiful  Tiptoe to your room A starlight in the gloom I only dream of you And you never knew  Sing for absolution I will be singing And falling from your grace  There's nowhere left to hide In no one to confide The truth burns deep inside And will never die  Lips are turning blue A kiss that can't renew I only dream of you My beautiful  Sing for absolution I will be singing And falling from your grace  Sing for absolution I will be singing And falling from your grace  Our wrongs remain unrectified And our souls won't be exhumed" "[Cante pela absolvição]  Lábios estão se tornando azuis Um beijo que não pode se renovar Eu só sonho com você Minha linda  Cautela no seu humor Uma luz de estrela na escuridão Eu só sonho com você E você nunca soube  Cante pela absolvição Eu estarei cantando E caindo da sua graça  Não tem mais nenhum lugar para esconder E ninguém mais para fazer confidências A verdade queima por dentro E nunca morrerá  Lábios estão se tornando azuis Um beijo que não pode se renovar Eu só sonho com você Minha linda  Cante pela absolvição Eu estarei cantando E caindo da sua graça  Cante pela absolvição Eu estarei cantando E caindo da sua graça  Eu não ficarei errado E nossas almas não serão como novas    Traduzido por mug_muse"
"16" "3ade68b6g756deda3" "Bliss" "3ade68b6g756deda3" "muse" 1 "Everything about you is how I'd wanna be Your freedom comes naturally Everything about you resonates happiness Now I won't settle for less  Give me All the peace and joy in your mind  Everything about you pains my envying Your soul can't hate anything Everything about you is so easy to love They're watching you from above  Give me All the peace and joy in your mind I want the peace and joy in your mind Give me the peace and joy in your mind  Everything about you resonates happiness Now i won't settle for less  Give me All the peace and joy in your mind I want the peace and joy in your mind Give me the peace and joy in your mind" "[Bliss (tradução)]  Tudo em você é como eu quero ser sua liberdade vem naturalmente Tudo em você ressoa felicidade Agora eu não me conformarei com menos  Me dê toda a paz e alegria da sua mente  Tudo em você corrói minha inveja sua alma não pode odiar nada Tudo em você é tão fácil para amar eles estão te assistindo de cima  Me dê toda a paz e alegria da sua mente Eu quero a paz e alegria da sua mente Me dê toda a paz e alegria da sua mente  Tudo em você ressoa felicidade Agora eu não me conformarei com menos  Me dê toda a paz e alegria da sua mente Eu quero a paz e alegria da sua mente Me dê toda a paz e alegria da sua mente"
"17" "3ade68b6g83d8fda3" "Falling Away With You" "3ade68b6g83d8fda3" "muse" 1 "I can't remember when it was good Moments of happiness elude Maybe I just misunderstood  All of the love we left behind Watching the flashbacks intertwine Memories I will never find  So I'll love whatever you become And forget the reckless things we've done I think our lives have just begun  I think our lives have just begun  And I'll feel my world crumbling,  I'll feel my life crumbling I'll feel my soul crumbling away And falling away, Falling away with you  Staying awake to chase a dream Tasting the air you're breathing in I hope I won't forget a thing  Promise to hold you close and pray Watching the fantasies decay Nothing will ever stay the same  And all of the love we threw away And all of the hopes we've cherished fade Making the same mistakes again  Making the same mistakes again  I'll feel my world crumbling,  I'll feel my life crumbling I'll feel my soul crumbling away And falling away, Falling away with you  All of the love we left behind Watching the flash backs intertwine Memories I will never find Memories I will never find" "[Caindo Fora Com Você] Não posso lembrar quando isto era bom Momentos de felicidade desabrochando Talvez eu apenas não tenha entendido  Todo o amor que nós deixamos pra trás Assistindo nossas lembranças se entrelaçarem Lembranças que eu nunca encontrarei  Então eu amarei tudo que você se tornar Esqueça das coisas despreocupadas que nós fizemos Eu acho que nossas vidas estão apenas começando Eu acho que nossas vidas estão apenas começando  E eu sentirei meu mundo se esfarelando Eu sentirei minha vida se esfarelando Eu sentirei minha alma se esfarelando por aí E caindo fora Caindo fora com você  Ficando acordado para perseguir o sonho Provando o ar que você está inspirando Eu espero não esquecer uma coisa  Prometo te abraçar e rezar Assistindo as fantasias apodrecerem Nada ficará na mesma  E todo o amor que nós jogamos fora E todas as esperanças que nós curtimos Cometendo os mesmo erros novamente Cometendo os mesmo erros novamente  E eu sentirei meu mundo se esfarelando Eu sentirei minha vida se esfarelando Eu sentirei minha alma se esfarelando por aí E caindo fora Caindo fora com você  E todo o amor que nós deixamos pra trás Assistindo nossas lembranças se entrelaçarem Lembranças que eu nunca encontrarei Lembranças que eu nunca encontrarei"
"18" "3ade68b6g866deda3" "Futurism" "3ade68b6g866deda3" "muse" 1 "Ignorance pulls Apostasy and apathy still rules Yeah you know it's cool Just suck and see A future turns us into silent gods And I won't miss you at all  Grounded Boxed in Like the evil in your veins Grounded Boxed in I am stuck with you  Fate can't decide Alignment of the planets in your hands Come on crush our plans Just suck and see A future that won't let you disagree And I won't miss you at all  Grounded Boxed in Like the evil in your veins Grounded Boxed in I am stuck with you  Feel it, hear it, apathy See it, be it, you'll see" "[Futurismo]  A ignorância se arrasta O abandono e a indiferença continuam mandando Sim, sabe que é legal Só absorva e veja Um futuro nos transforma em deuses calmos E não vou sentir sua falta  De castigo Encaixotado Como o demônio nas suas veias De castigo Encaixotado Estou preso com você  O destino não pode decidir O alinhamento dos planetas nas suas mãos Venha e destrua nossos planos Só absorva e veja Um futuro que não vai te deixar discordar E não vou deixar você escapar completamente  De castigo Encaixotado Como o demônio nas suas veias De castigo Encaixotado Estou preso com você  Sentindo, sentindo tudo Sentindo, sentindo tudo"
"19" "3ade68b6g93d8fda3" "Hysteria" "3ade68b6g93d8fda3" "muse" 1 "It's bugging me Grating me And twisting me around  Yeah I'm endlessly Caving in And turning inside out  'Cause I want it now I want it now Give me your heart and your soul And I'm breaking out I'm breaking out Last chance to lose control  Yeah it's holding me Morphing me And forcing me to strive  To be endlessly Cold within And dreaming I'm alive  'Cause I want it now I want it now Give me your heart and your soul I'm not breaking down I'm breaking out Last chance to lose control  And I want you now I want you now I feel my heart implode And I'm breaking out Escaping now Feeling my faith erode" "[Histeria] Está me aborrecendo Me irritando E me confundindo  Yeah, sou  interminável Desmoronando E virando do avesso  Porque eu quero agora Eu quero agora Me dê seu coração e sua alma Eu não estou tendo um colapso Eu estou fugindo Última chance para perder o controle  Yeah, está me segurando Me mudando E forçando a me dedicar  Para ser interminável Frio por dentro E sonhando que estou vivo  Porque eu quero agora Eu quero agora Me dê seu coração e sua alma Eu não estou tendo um colapso Eu estou fugindo Última chance para perder o controle  E eu quero você agora Eu quero você agora Eu sinto meu coração implodir E eu estou fugindo Escapando agora Sentindo minha fé se desgastar"
"20" "3ade68b6g946deda3" "Falling Down" "3ade68b6g946deda3" "muse" 1 "I’m falling down And fifteen thousand people scream They were all begging for your dream I’m falling down Five thousand houses burning down No-one is gonna save this town  Too late I already found what I was looking for You know it wasn’t here No it wasn’t here  I was calling your name But you would never hear me sing You wouldn’t let me begin So I’m crawling away 'Cause you broke my heart in two No, I will not forget you  Too late I already found what I was looking for You know it wasn’t you No, it wasn’t you Noooooo  Falling away You would never see me through No, I could not forget you Falling down Five thousand house burning down No-one is gonna save this town  Too late I already found what I was looking for You know it wasn’t you No, it wasn’t you No  Falling down Now the world is upside down I’m heading straight for the clouds " "[Falling Down] Eu estou caindo E 15.000 pessoas gritam Eles estavam todos implorando por seu sonho Eu estou caindo 5.000 casas queimando Ninguém salvará essa cidade  Tarde demais Eu já encontrei o que procurava Você sabe que isso não estava aqui Não, não estava aqui  Eu estava chamando seu nome Mas você nunca me ouviria cantar Você não me deixaria começar Então eu estou rastejando para longe Porque você patiu meu coração em 2 Não, eu não vou te esquecer  Tarde demais Eu já encontrei o que procurava Você sabe que não era por você Não, não era por você Não  Caindo Você nunca veria através de mim Não, eu não poderia te esquecer Caindo 5.000 casas queimando Ninguém salvará essa cidade  Tarde demais Eu já encontrei o que procurava Você sabe que não era por você Não, era por você Não  Caindo Agora o mundo está de cabeça pra baixo E eu estou seguindo na direção das nuvens"
"21" "3ade68b6g956deda3" "Overdue" "3ade68b6g956deda3" "muse" 1 "Overdue You needed it when I was away, and no matter what I say, You'll never forget when I wasn't there, so why should I care, I'm young but I know that I'm aroused.  You know that I care, you should have been there, You know that I care, you should have been there.  It doesn't matter where I have gone, I just can't afford to, Pay for all the mistakes that you have made, it's about time I was paid. I'm young but I know that I'm aroused.  You know that I care, you should have been there, You know that I care, you should have been there, You know that I care, you should have been there, You know that I care, you should have been there, You know that I care, you should have been there, You know that I care, you should have been there. " "[Overdue] Vencido Você precisou disso quando eu estava longe, e não importa o que eu diga, Você nunca vai esquecer de quando eu não estava lá, então porque eu deveria me importar? Eu sou jovem, mas eu sei que sou provocante  Você sabe que eu me importo, você deveria ter estado lá Você sabe que eu me importo, você deveria ter estado lá  Não importa aonde eu fui, eu simplesmente não tenho recursos para... Pague por todos os erros que você cometeu, é pelo tempo que eu era pago Eu sou jovem, mas sei que sou provocante  Você sabe que eu me importo, você deveria ter estado lá Você sabe que eu me importo, você deveria ter estado lá Você sabe que eu me importo, você deveria ter estado lá Você sabe que eu me importo, você deveria ter estado lá Você sabe que eu me importo, você deveria ter estado lá Você sabe que eu me importo, você deveria ter estado lá"
"22" "3ade68b6g966deda3" "Please, Please, Please Let Me Get What I Want" "3ade68b6g966deda3" "muse" 1 "Good times for a change See the luck I've had Can make a good man turn bad  So please, please, please Let me, let me, let me Let me get what I want this time  Haven't had a dream in a long time See the life I've had Can make a good man bad  So for once in my life Let me get what I want Lord knows it would be the first time Lord knows it would be the first time" "[Por favor, por favor, por favor, deixe-me ter o que eu quero] Bons tempos para mudança Veja, a sorte que eu tive Poderia tornar ruim um homem bom  Então por favor, por favor, por favor Deixe-me, deixe-me, deixe-me Deixe-me ter o que eu quero desta vez  Eu não sonho há muito tempo Veja, a vida que eu tive Poderia tornar ruim um homem bom  Então, pela primeira vez na minha vida Deixe-me ter o que eu quero Deus sabe que seria a primeira vez Deus sabe que seria a primeira vez"
"23" "3ade68b6ga3d8fda3" "Blackout" "3ade68b6ga3d8fda3" "muse" 1 "Don't kid yourself And don't fool yourself This love's too good to last And I'm too old to dream  Don't grow up too fast And don't embrace the past This life's too good to last And I'm too young to care  Don't kid yourself And don't fool yourself This life could be the last And we're too young to see" "[Blecaute]   Não se engane E não se faça de bobo Esse amor é bom demais para durar E eu sou muito velho para sonhar  Não cresça rápido demais E não abrace o passado Essa vida é boa demais para durar E eu sou novo demais para me importar  Não se engane E não se faça de bobo Essa vida poderia ser o melhor E nós éramos muito jovens para ver"
